game_id,round,season,encounter_cards_revealed,burdens_revealed_this_round,burden_applications_this_round,no_valid_target_burden_applications_this_round,strain_attempted_this_round,strain_placed_this_round,strain_prevented_by_supported_this_round,strain_removed_this_round,active_burdens_end_of_round,total_strain_tokens_end_of_round,tiles_at_1_strain_end_of_round,tiles_at_2_strain_end_of_round,overstrained_tiles_end_of_round,population_end_of_round,renown_end_of_round
sim-balanced-1p-013,11,III,1,1,1,1,0,0,0,0,1,0,0,0,0,68,65
sim-balanced-1p-013,12,III,1,1,1,0,3,3,0,1,1,2,2,0,0,74,66
sim-balanced-2p-013,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-013,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-013,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-013,4,I,2,1,1,0,2,2,0,0,0,2,2,0,0,5,15
sim-balanced-2p-013,5,II,2,0,0,0,0,0,0,0,0,2,2,0,0,15,60
sim-balanced-2p-013,6,II,2,1,1,1,0,0,0,0,1,2,2,0,0,15,82
sim-balanced-2p-013,7,II,2,0,0,0,2,1,1,0,1,3,3,0,0,15,83
sim-balanced-2p-013,8,II,2,2,5,5,1,1,0,0,3,4,4,0,0,15,83
sim-balanced-2p-013,9,III,2,0,0,0,1,1,0,0,2,5,5,0,0,29,83
sim-balanced-2p-013,10,III,2,1,1,1,0,0,0,0,3,3,3,0,0,41,85
sim-balanced-2p-013,11,III,2,1,1,0,3,3,0,2,3,4,4,0,0,41,85
sim-balanced-2p-013,12,III,2,0,0,0,0,0,0,0,3,4,4,0,0,53,87
sim-balanced-3p-013,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-013,2,I,3,2,2,2,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-013,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,10,45
sim-balanced-3p-013,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,10,45
sim-balanced-3p-013,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,25,60
sim-balanced-3p-013,6,II,3,0,0,0,0,0,0,0,0,0,0,0,0,25,60
sim-balanced-3p-013,7,II,3,1,1,1,0,0,0,0,0,0,0,0,0,25,60
sim-balanced-3p-013,8,II,3,2,3,0,5,4,1,2,1,2,0,1,0,25,60
sim-balanced-3p-013,9,III,3,1,1,0,3,3,0,0,1,5,1,2,0,25,60
sim-balanced-3p-013,10,III,3,1,1,1,0,0,0,0,1,5,1,2,0,30,65
sim-balanced-3p-013,11,III,3,3,3,1,6,5,1,0,3,10,6,2,0,30,65
sim-balanced-3p-013,12,III,3,2,2,2,0,0,0,0,5,10,6,2,0,40,87
sim-balanced-4p-013,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-013,2,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-013,3,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-013,4,I,4,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-013,5,II,4,0,0,0,0,0,0,0,0,0,0,0,0,25,81
sim-balanced-4p-013,6,II,4,1,1,1,2,1,1,0,1,1,1,0,0,25,91
sim-balanced-4p-013,7,II,4,0,0,0,1,0,1,0,0,0,0,0,0,25,102
sim-balanced-4p-013,8,II,4,4,5,5,1,0,1,0,1,0,0,0,0,25,107
sim-balanced-4p-013,9,III,4,1,1,1,3,2,1,0,0,2,2,0,0,30,118
sim-balanced-4p-013,10,III,4,3,3,1,6,5,1,0,0,7,5,1,0,77,118
sim-balanced-4p-013,11,III,4,3,3,0,8,6,1,0,1,13,6,2,1,82,118
sim-balanced-4p-013,12,III,4,2,2,2,0,0,0,0,1,13,6,2,1,91,118
sim-balanced-1p-014,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-014,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-014,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
sim-balanced-1p-014,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,15,25
sim-balanced-1p-014,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,41
sim-balanced-1p-014,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,42
sim-balanced-1p-014,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,42
sim-balanced-1p-014,8,II,1,1,1,1,1,1,0,0,0,1,1,0,0,15,48
sim-balanced-1p-014,9,III,1,0,0,0,0,0,0,0,0,1,1,0,0,20,48
sim-balanced-1p-014,10,III,1,1,1,1,0,0,0,0,0,1,1,0,0,25,48
sim-balanced-1p-014,11,III,1,1,1,1,0,0,0,0,0,1,1,0,0,25,48
sim-balanced-1p-014,12,III,1,1,1,1,0,0,0,0,1,1,1,0,0,30,48
sim-balanced-2p-014,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-014,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-014,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-014,4,I,2,1,1,0,1,1,0,0,0,1,1,0,0,5,15
sim-balanced-2p-014,5,II,2,0,0,0,0,0,0,0,0,1,1,0,0,39,25
sim-balanced-2p-014,6,II,2,0,0,0,0,0,0,0,0,1,1,0,0,39,71
sim-balanced-2p-014,7,II,2,0,0,0,0,0,0,0,0,1,1,0,0,39,76
sim-balanced-2p-014,8,II,2,2,4,4,0,0,0,0,2,1,1,0,0,44,90
sim-balanced-2p-014,9,III,2,0,0,0,5,5,0,0,1,5,3,1,0,55,91
sim-balanced-2p-014,10,III,2,1,1,0,3,2,1,1,1,5,3,1,0,60,97
sim-balanced-2p-014,11,III,2,1,1,1,0,0,0,0,2,5,3,1,0,75,107
sim-balanced-2p-014,12,III,2,2,2,2,0,0,0,0,1,2,2,0,0,75,107
sim-balanced-3p-014,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-014,2,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-014,3,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-014,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,35
sim-balanced-3p-014,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,44,70
sim-balanced-3p-014,6,II,3,2,2,0,5,4,1,0,1,4,0,2,0,44,75
sim-balanced-3p-014,7,II,3,0,0,0,0,0,0,0,0,4,0,2,0,44,120
sim-balanced-3p-014,8,II,3,3,6,4,2,2,0,0,3,6,0,3,0,44,130
sim-balanced-3p-014,9,III,3,0,0,0,0,0,0,2,3,3,1,1,0,55,131
sim-balanced-3p-014,10,III,3,2,2,2,0,0,0,0,3,1,1,0,0,64,131
sim-balanced-3p-014,11,III,3,1,1,1,1,1,0,0,3,2,2,0,0,74,158
sim-balanced-3p-014,12,III,3,2,2,0,4,3,1,0,3,5,2,0,1,96,166
sim-balanced-4p-014,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-014,2,I,4,2,2,1,3,3,0,0,1,3,3,0,0,0,30
sim-balanced-4p-014,3,I,4,0,0,0,0,0,0,0,0,3,3,0,0,0,30
sim-balanced-4p-014,4,I,4,1,1,1,1,1,0,0,0,4,4,0,0,0,30
sim-balanced-4p-014,5,II,4,0,0,0,0,0,0,0,0,4,4,0,0,44,85
sim-balanced-4p-014,6,II,4,1,1,1,1,1,0,0,0,5,5,0,0,44,92
sim-balanced-4p-014,7,II,4,0,0,0,3,3,0,0,0,8,8,0,0,44,118
sim-balanced-4p-014,8,II,4,4,6,2,10,6,4,0,2,14,12,1,0,44,143
sim-balanced-4p-014,9,III,4,0,0,0,0,0,0,1,0,10,10,0,0,65,153
sim-balanced-4p-014,10,III,4,2,2,1,3,2,1,1,0,11,11,0,0,90,160
sim-balanced-4p-014,11,III,4,2,2,0,5,5,0,1,0,15,10,1,1,113,176
sim-balanced-4p-014,12,III,4,2,2,2,0,0,0,0,0,15,10,1,1,118,211
sim-balanced-1p-015,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-015,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-015,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-015,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-015,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5
sim-balanced-1p-015,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,40
sim-balanced-1p-015,7,II,1,0,0,0,1,1,0,0,0,1,1,0,0,15,50
sim-balanced-1p-015,8,II,1,1,2,0,4,4,0,0,1,5,3,1,0,15,57
sim-balanced-1p-015,9,III,1,0,0,0,0,0,0,1,1,4,4,0,0,20,58
sim-balanced-1p-015,10,III,1,0,0,0,0,0,0,0,1,4,4,0,0,20,58
sim-balanced-1p-015,11,III,1,1,1,1,0,0,0,0,1,4,4,0,0,20,59
sim-balanced-1p-015,12,III,1,0,0,0,0,0,0,0,1,4,4,0,0,20,59
sim-balanced-2p-015,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-015,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-015,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,20
sim-balanced-2p-015,4,I,2,1,1,0,1,1,0,0,0,1,1,0,0,5,40
sim-balanced-2p-015,5,II,2,0,0,0,0,0,0,0,0,1,1,0,0,10,66
sim-balanced-2p-015,6,II,2,1,1,0,3,3,0,0,0,4,2,1,0,10,68
sim-balanced-2p-015,7,II,2,0,0,0,1,0,1,0,0,4,2,1,0,10,83
sim-balanced-2p-015,8,II,2,2,3,1,4,4,0,1,1,7,1,3,0,10,92
sim-balanced-2p-015,9,III,2,0,0,0,0,0,0,2,1,5,3,1,0,20,97
sim-balanced-2p-015,10,III,2,1,1,1,0,0,0,0,1,5,3,1,0,35,107
sim-balanced-2p-015,11,III,2,0,0,0,0,0,0,0,1,5,3,1,0,47,108
sim-balanced-2p-015,12,III,2,0,0,0,0,0,0,0,1,5,3,1,0,81,114
sim-balanced-3p-015,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-015,2,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-015,3,I,3,1,1,0,1,1,0,0,0,1,1,0,0,0,30
sim-balanced-3p-015,4,I,3,1,1,0,2,1,1,0,0,2,2,0,0,10,35
sim-balanced-3p-015,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,20,50
sim-balanced-3p-015,6,II,3,2,2,2,0,0,0,0,0,0,0,0,0,20,80
sim-balanced-3p-015,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,35,90
sim-balanced-3p-015,8,II,3,3,3,3,0,0,0,0,0,0,0,0,0,57,90
sim-balanced-3p-015,9,III,3,1,1,1,0,0,0,0,0,0,0,0,0,89,105
sim-balanced-3p-015,10,III,3,2,2,1,3,1,2,0,0,1,1,0,0,94,131
sim-balanced-3p-015,11,III,3,1,1,0,3,1,2,0,0,2,2,0,0,94,131
sim-balanced-3p-015,12,III,3,1,1,1,0,0,0,0,1,2,2,0,0,109,132
sim-balanced-4p-015,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-015,2,I,4,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-015,3,I,4,2,2,1,2,2,0,0,0,2,2,0,0,0,30
sim-balanced-4p-015,4,I,4,1,1,1,1,1,0,0,0,3,3,0,0,0,30
sim-balanced-4p-015,5,II,4,0,0,0,1,1,0,0,0,2,2,0,0,56,80
sim-balanced-4p-015,6,II,4,1,1,0,3,2,1,0,0,4,4,0,0,56,100
sim-balanced-4p-015,7,II,4,0,0,0,1,1,0,0,0,5,5,0,0,56,144
sim-balanced-4p-015,8,II,4,4,7,5,5,4,1,0,3,9,7,1,0,56,153
sim-balanced-4p-015,9,III,4,1,1,0,2,1,1,0,3,10,8,1,0,86,160
sim-balanced-4p-015,10,III,4,1,1,0,2,2,0,1,3,11,7,2,0,91,188
sim-balanced-4p-015,11,III,4,3,3,1,4,3,1,0,5,14,10,2,0,102,217
sim-balanced-4p-015,12,III,4,3,3,1,3,3,0,0,5,17,11,0,2,102,217
sim-balanced-1p-016,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-016,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-016,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-016,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-016,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10
sim-balanced-1p-016,6,II,1,1,1,1,0,0,0,0,0,0,0,0,0,10,35
sim-balanced-1p-016,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,20,40
sim-balanced-1p-016,8,II,1,1,2,2,0,0,0,0,1,0,0,0,0,20,51
sim-balanced-1p-016,9,III,1,0,0,0,0,0,0,0,1,0,0,0,0,25,52
sim-balanced-1p-016,10,III,1,0,0,0,0,0,0,0,1,0,0,0,0,34,52
sim-balanced-1p-016,11,III,1,1,1,0,1,1,0,0,1,1,1,0,0,39,53
sim-balanced-1p-016,12,III,1,0,0,0,0,0,0,0,1,1,1,0,0,45,54
sim-balanced-2p-016,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-016,2,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-016,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-016,4,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,15
sim-balanced-2p-016,5,II,2,0,0,0,1,1,0,0,0,1,1,0,0,15,65
sim-balanced-2p-016,6,II,2,0,0,0,0,0,0,0,0,1,1,0,0,20,77
sim-balanced-2p-016,7,II,2,0,0,0,0,0,0,0,0,1,1,0,0,20,86
sim-balanced-2p-016,8,II,2,2,3,2,2,2,0,0,1,3,1,1,0,20,129
sim-balanced-2p-016,9,III,2,0,0,0,1,1,0,1,0,3,3,0,0,20,148
sim-balanced-2p-016,10,III,2,2,2,0,4,3,1,0,2,6,2,2,0,30,171
sim-balanced-2p-016,11,III,2,1,1,0,2,2,0,1,2,7,3,2,0,52,180
sim-balanced-2p-016,12,III,2,1,1,0,3,3,0,0,3,10,6,2,0,67,190
sim-balanced-3p-016,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-016,2,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,47
sim-balanced-3p-016,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,62
sim-balanced-3p-016,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,30,93
sim-balanced-3p-016,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,40,127
sim-balanced-3p-016,6,II,3,2,2,1,3,3,0,0,1,3,3,0,0,40,142
sim-balanced-3p-016,7,II,3,0,0,0,1,1,0,0,1,4,4,0,0,40,186
sim-balanced-3p-016,8,II,3,3,4,3,3,3,0,0,1,7,5,1,0,40,191
sim-balanced-3p-016,9,III,3,0,0,0,0,0,0,0,1,4,2,1,0,73,203
sim-balanced-3p-016,10,III,3,1,1,0,2,2,0,0,2,6,4,1,0,103,204
sim-balanced-3p-016,11,III,3,2,2,2,0,0,0,2,4,4,4,0,0,110,206
sim-balanced-3p-016,12,III,3,2,2,2,0,0,0,0,5,4,4,0,0,129,207
sim-balanced-4p-016,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-016,2,I,4,1,1,1,0,0,0,0,1,0,0,0,0,0,30
sim-balanced-4p-016,3,I,4,2,2,1,5,5,0,0,2,5,5,0,0,0,58
sim-balanced-4p-016,4,I,4,1,3,2,3,3,0,0,2,8,5,0,1,0,93
sim-balanced-4p-016,5,II,4,0,0,0,2,2,0,0,1,8,8,0,0,0,108
sim-balanced-4p-016,6,II,4,0,0,0,2,2,0,0,1,10,10,0,0,10,118
sim-balanced-4p-016,7,II,4,0,0,0,2,1,1,0,0,9,9,0,0,20,128
sim-balanced-4p-016,8,II,4,4,6,2,12,10,2,3,2,16,7,3,1,20,118
sim-balanced-4p-016,9,III,4,0,0,0,0,0,0,2,0,14,9,1,1,52,123
sim-balanced-4p-016,10,III,4,2,2,1,3,2,0,1,1,15,9,0,2,62,129
sim-balanced-4p-016,11,III,4,3,3,0,7,7,0,2,1,20,8,3,2,67,130
sim-balanced-4p-016,12,III,4,2,2,1,2,1,1,2,2,19,9,2,2,89,130
sim-balanced-1p-017,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-017,2,I,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-017,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-017,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-017,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10
sim-balanced-1p-017,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,45
sim-balanced-1p-017,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,65
sim-balanced-1p-017,8,II,1,1,2,2,0,0,0,0,1,0,0,0,0,10,75
sim-balanced-1p-017,9,III,1,0,0,0,0,0,0,0,1,0,0,0,0,20,82
sim-balanced-1p-017,10,III,1,0,0,0,0,0,0,0,1,0,0,0,0,34,82
sim-balanced-1p-017,11,III,1,1,1,0,2,1,1,0,2,1,1,0,0,41,82
sim-balanced-1p-017,12,III,1,1,1,1,3,1,2,0,2,2,2,0,0,41,82
sim-balanced-2p-017,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-017,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-017,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,10,50
sim-balanced-2p-017,4,I,2,1,1,1,0,0,0,0,0,0,0,0,0,10,55
sim-balanced-2p-017,5,II,2,0,0,0,0,0,0,0,0,0,0,0,0,10,70
sim-balanced-2p-017,6,II,2,1,1,0,2,2,0,1,0,1,1,0,0,10,70
sim-balanced-2p-017,7,II,2,0,0,0,0,0,0,0,0,1,1,0,0,10,70
sim-balanced-2p-017,8,II,2,2,2,0,3,3,0,2,0,2,2,0,0,10,70
sim-balanced-2p-017,9,III,2,0,0,0,0,0,0,0,0,0,0,0,0,30,71
sim-balanced-2p-017,10,III,2,1,1,0,3,2,1,0,1,2,0,1,0,37,71
sim-balanced-2p-017,11,III,2,1,1,0,2,2,0,0,0,4,2,1,0,44,71
sim-balanced-2p-017,12,III,2,2,2,0,3,2,1,1,2,5,3,1,0,50,72
sim-balanced-3p-017,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-017,2,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-017,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-017,4,I,3,1,1,1,0,0,0,0,0,0,0,0,0,25,60
sim-balanced-3p-017,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,30,75
sim-balanced-3p-017,6,II,3,0,0,0,0,0,0,0,0,0,0,0,0,30,93
sim-balanced-3p-017,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,40,99
sim-balanced-3p-017,8,II,3,3,4,2,7,5,2,0,1,5,3,1,0,40,99
sim-balanced-3p-017,9,III,3,1,1,1,0,0,0,0,1,5,3,1,0,45,104
sim-balanced-3p-017,10,III,3,2,2,1,3,2,1,0,1,7,3,2,0,50,109
sim-balanced-3p-017,11,III,3,1,1,1,0,0,0,0,1,7,3,2,0,50,109
sim-balanced-3p-017,12,III,3,2,2,1,3,0,3,0,1,7,3,2,0,50,114
sim-balanced-4p-017,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-017,2,I,4,3,3,2,1,1,0,0,0,1,1,0,0,0,30
sim-balanced-4p-017,3,I,4,1,1,1,2,2,0,0,1,3,3,0,0,10,53
sim-balanced-4p-017,4,I,4,0,1,1,0,0,0,0,1,3,3,0,0,10,92
sim-balanced-4p-017,5,II,4,0,0,0,0,0,0,0,0,3,3,0,0,20,92
sim-balanced-4p-017,6,II,4,1,1,0,3,2,1,0,1,5,5,0,0,20,97
sim-balanced-4p-017,7,II,4,0,0,0,3,3,0,0,0,8,8,0,0,20,97
sim-balanced-4p-017,8,II,4,4,5,3,6,4,1,0,1,12,7,1,1,20,97
sim-balanced-4p-017,9,III,4,0,0,0,0,0,0,0,1,12,7,1,1,40,104
sim-balanced-4p-017,10,III,4,2,2,1,9,7,2,0,1,19,8,4,1,55,115
sim-balanced-4p-017,11,III,4,3,3,2,3,3,0,3,2,19,11,4,0,77,115
sim-balanced-4p-017,12,III,4,2,2,0,6,3,3,0,3,22,10,6,0,99,115
sim-balanced-1p-018,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-018,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-018,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-018,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-018,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,30
sim-balanced-1p-018,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,40
sim-balanced-1p-018,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,60
sim-balanced-1p-018,8,II,1,1,2,1,2,2,0,0,1,2,2,0,0,10,70
sim-balanced-1p-018,9,III,1,0,0,0,0,0,0,0,1,2,2,0,0,15,70
sim-balanced-1p-018,10,III,1,0,0,0,0,0,0,0,1,2,2,0,0,31,70
sim-balanced-1p-018,11,III,1,1,1,1,0,0,0,0,1,2,2,0,0,38,70
sim-balanced-1p-018,12,III,1,1,1,1,4,3,1,0,2,5,3,1,0,44,71
sim-balanced-2p-018,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-018,2,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,17
sim-balanced-2p-018,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,10,60
sim-balanced-2p-018,4,I,2,0,0,0,0,0,0,0,0,0,0,0,0,10,106
sim-balanced-2p-018,5,II,2,0,0,0,0,0,0,0,0,0,0,0,0,10,106
sim-balanced-2p-018,6,II,2,1,1,1,0,0,0,0,1,0,0,0,0,20,117
sim-balanced-2p-018,7,II,2,0,0,0,1,1,0,0,1,1,1,0,0,25,132
sim-balanced-2p-018,8,II,2,2,4,2,3,3,0,2,2,1,1,0,0,25,133
sim-balanced-2p-018,9,III,2,0,0,0,0,0,0,0,2,1,1,0,0,35,133
sim-balanced-2p-018,10,III,2,1,1,0,1,1,0,0,3,2,2,0,0,50,134
sim-balanced-2p-018,11,III,2,1,1,1,5,4,1,2,4,4,4,0,0,50,141
sim-balanced-2p-018,12,III,2,1,1,0,1,1,0,0,3,3,3,0,0,73,146
sim-balanced-3p-018,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-018,2,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,27
sim-balanced-3p-018,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,63
sim-balanced-3p-018,4,I,3,1,1,1,1,1,0,0,0,1,1,0,0,10,75
sim-balanced-3p-018,5,II,3,0,0,0,0,0,0,0,0,1,1,0,0,10,76
sim-balanced-3p-018,6,II,3,2,2,0,4,4,0,0,0,5,2,0,1,10,81
sim-balanced-3p-018,7,II,3,0,0,0,0,0,0,0,0,5,2,0,1,20,86
sim-balanced-3p-018,8,II,3,3,5,0,12,8,4,0,2,13,6,2,1,20,86
sim-balanced-3p-018,9,III,3,0,0,0,0,0,0,2,1,11,6,1,1,20,86
sim-balanced-3p-018,10,III,3,1,1,0,3,2,1,0,1,13,8,1,1,20,86
sim-balanced-3p-018,11,III,3,3,3,1,4,4,0,0,2,17,10,2,1,20,86
sim-balanced-3p-018,12,III,3,2,2,2,0,0,0,0,3,17,10,2,1,30,93
sim-balanced-4p-018,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-018,2,I,4,2,2,1,1,1,0,0,0,1,1,0,0,0,30
sim-balanced-4p-018,3,I,4,1,1,1,1,1,0,0,0,2,2,0,0,0,30
sim-balanced-4p-018,4,I,4,1,1,1,1,0,1,0,0,2,2,0,0,5,56
sim-balanced-4p-018,5,II,4,0,0,0,0,0,0,0,0,2,2,0,0,15,92
sim-balanced-4p-018,6,II,4,0,0,0,0,0,0,0,0,2,2,0,0,15,106
sim-balanced-4p-018,7,II,4,0,0,0,0,0,0,0,0,1,1,0,0,15,126
sim-balanced-4p-018,8,II,4,3,6,3,7,3,4,0,3,4,2,1,0,15,126
sim-balanced-4p-018,9,III,4,1,1,1,0,0,0,0,2,4,2,1,0,15,126
sim-balanced-4p-018,10,III,4,1,1,1,0,0,0,0,3,4,2,1,0,15,126
sim-balanced-4p-018,11,III,4,4,4,1,7,1,6,0,5,5,3,1,0,15,126
sim-balanced-4p-018,12,III,4,3,3,1,4,3,1,0,6,8,6,1,0,15,131
sim-balanced-1p-019,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-019,2,I,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-019,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-019,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-019,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10
sim-balanced-1p-019,6,II,1,1,1,1,0,0,0,0,0,0,0,0,0,10,35
sim-balanced-1p-019,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,50
sim-balanced-1p-019,8,II,1,1,2,1,2,1,1,0,1,1,1,0,0,10,70
sim-balanced-1p-019,9,III,1,0,0,0,0,0,0,0,1,1,1,0,0,10,70
sim-balanced-1p-019,10,III,1,0,0,0,0,0,0,0,1,1,1,0,0,10,70
sim-balanced-1p-019,11,III,1,1,1,1,0,0,0,0,2,1,1,0,0,24,71
sim-balanced-1p-019,12,III,1,0,0,0,0,0,0,0,2,1,1,0,0,31,71
sim-balanced-2p-019,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-019,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-019,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5
sim-balanced-2p-019,4,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20
sim-balanced-2p-019,5,II,2,0,0,0,0,0,0,0,0,0,0,0,0,10,35
sim-balanced-2p-019,6,II,2,0,0,0,0,0,0,0,0,0,0,0,0,10,70
sim-balanced-2p-019,7,II,2,0,0,0,1,1,0,0,0,1,1,0,0,10,86
sim-balanced-2p-019,8,II,2,2,3,3,1,1,0,0,1,2,2,0,0,10,87
sim-balanced-2p-019,9,III,2,0,0,0,0,0,0,0,0,2,2,0,0,20,87
sim-balanced-2p-019,10,III,2,1,1,0,3,2,1,0,1,4,4,0,0,41,89
