game_id,round,season,encounter_cards_revealed,burdens_revealed_this_round,burden_applications_this_round,no_valid_target_burden_applications_this_round,strain_attempted_this_round,strain_placed_this_round,strain_prevented_by_supported_this_round,strain_removed_this_round,active_burdens_end_of_round,total_strain_tokens_end_of_round,tiles_at_1_strain_end_of_round,tiles_at_2_strain_end_of_round,overstrained_tiles_end_of_round,population_end_of_round,renown_end_of_round
sim-balanced-4p-006,11,III,4,3,3,3,0,0,0,0,1,11,11,0,0,84,172
sim-balanced-4p-006,12,III,4,3,3,0,9,7,1,1,1,17,8,3,1,84,172
sim-balanced-1p-007,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-007,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-007,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-007,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-007,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5
sim-balanced-1p-007,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,35
sim-balanced-1p-007,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,50
sim-balanced-1p-007,8,II,1,1,1,1,0,0,0,0,0,0,0,0,0,10,61
sim-balanced-1p-007,9,III,1,0,0,0,0,0,0,0,0,0,0,0,0,20,62
sim-balanced-1p-007,10,III,1,0,0,0,0,0,0,0,0,0,0,0,0,25,62
sim-balanced-1p-007,11,III,1,1,1,0,2,1,1,0,1,1,1,0,0,34,62
sim-balanced-1p-007,12,III,1,0,0,0,0,0,0,0,1,1,1,0,0,45,64
sim-balanced-2p-007,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-007,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-007,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-007,4,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20
sim-balanced-2p-007,5,II,2,0,0,0,0,0,0,0,0,0,0,0,0,15,50
sim-balanced-2p-007,6,II,2,0,0,0,2,2,0,0,0,2,2,0,0,15,70
sim-balanced-2p-007,7,II,2,0,0,0,0,0,0,0,0,0,0,0,0,15,81
sim-balanced-2p-007,8,II,2,2,4,4,1,1,0,0,2,1,1,0,0,15,81
sim-balanced-2p-007,9,III,2,0,0,0,1,1,0,0,2,2,2,0,0,15,95
sim-balanced-2p-007,10,III,2,2,2,1,2,1,1,0,4,3,3,0,0,15,135
sim-balanced-2p-007,11,III,2,1,1,1,0,0,0,0,4,3,3,0,0,25,158
sim-balanced-2p-007,12,III,2,2,2,0,3,3,0,1,5,5,3,1,0,35,163
sim-balanced-3p-007,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-007,2,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-007,3,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-007,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,40
sim-balanced-3p-007,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,44,60
sim-balanced-3p-007,6,II,3,1,1,1,1,0,1,0,0,0,0,0,0,59,65
sim-balanced-3p-007,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,86,102
sim-balanced-3p-007,8,II,3,3,5,3,6,5,1,0,2,5,0,1,1,86,103
sim-balanced-3p-007,9,III,3,0,0,0,0,0,0,0,1,5,0,1,1,107,113
sim-balanced-3p-007,10,III,3,1,1,0,3,3,0,1,1,7,1,3,0,114,120
sim-balanced-3p-007,11,III,3,3,3,1,6,5,1,0,3,12,6,3,0,120,143
sim-balanced-3p-007,12,III,3,2,2,1,2,1,1,0,3,13,5,4,0,120,173
sim-balanced-4p-007,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-007,2,I,4,1,1,1,1,1,0,0,1,1,1,0,0,0,30
sim-balanced-4p-007,3,I,4,1,1,1,3,3,0,0,2,4,4,0,0,0,67
sim-balanced-4p-007,4,I,4,0,2,2,1,1,0,0,2,5,5,0,0,0,102
sim-balanced-4p-007,5,II,4,0,0,0,1,1,0,0,1,6,6,0,0,0,114
sim-balanced-4p-007,6,II,4,3,3,3,2,2,0,0,1,8,8,0,0,0,114
sim-balanced-4p-007,7,II,4,0,0,0,2,2,0,0,1,10,10,0,0,0,174
sim-balanced-4p-007,8,II,4,4,6,4,4,4,0,3,2,11,9,1,0,0,206
sim-balanced-4p-007,9,III,4,1,1,0,3,3,0,1,2,13,9,2,0,25,221
sim-balanced-4p-007,10,III,4,2,2,0,4,3,1,0,2,16,8,4,0,43,226
sim-balanced-4p-007,11,III,4,3,3,1,6,4,0,0,3,20,8,3,2,65,226
sim-balanced-4p-007,12,III,4,3,3,1,6,6,0,2,4,20,10,2,2,94,225
sim-balanced-1p-008,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-008,2,I,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-008,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-008,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5
sim-balanced-1p-008,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,29,5
sim-balanced-1p-008,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,34,35
sim-balanced-1p-008,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,34,50
sim-balanced-1p-008,8,II,1,1,1,0,1,1,0,0,0,1,1,0,0,34,60
sim-balanced-1p-008,9,III,1,0,0,0,0,0,0,0,0,1,1,0,0,39,61
sim-balanced-1p-008,10,III,1,0,0,0,0,0,0,0,0,1,1,0,0,44,61
sim-balanced-1p-008,11,III,1,1,1,1,0,0,0,0,0,1,1,0,0,50,62
sim-balanced-1p-008,12,III,1,1,1,0,3,3,0,1,0,3,3,0,0,56,62
sim-balanced-2p-008,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-008,2,I,2,0,0,0,0,0,0,0,0,0,0,0,0,19,5
sim-balanced-2p-008,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,19,30
sim-balanced-2p-008,4,I,2,0,0,0,1,1,0,0,0,1,1,0,0,19,41
sim-balanced-2p-008,5,II,2,0,0,0,0,0,0,0,0,1,1,0,0,19,56
sim-balanced-2p-008,6,II,2,0,0,0,1,1,0,0,0,2,2,0,0,19,56
sim-balanced-2p-008,7,II,2,0,0,0,1,1,0,0,0,1,1,0,0,19,56
sim-balanced-2p-008,8,II,2,2,4,1,8,8,0,0,2,9,1,4,0,19,56
sim-balanced-2p-008,9,III,2,1,1,0,1,1,0,2,1,8,2,3,0,19,56
sim-balanced-2p-008,10,III,2,1,1,0,1,0,1,0,2,8,2,3,0,34,63
sim-balanced-2p-008,11,III,2,2,2,1,3,3,0,1,4,10,2,4,0,39,63
sim-balanced-2p-008,12,III,2,2,2,1,6,5,1,0,6,15,2,5,1,39,48
sim-balanced-3p-008,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-008,2,I,3,1,1,0,1,1,0,0,0,1,1,0,0,0,30
sim-balanced-3p-008,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35
sim-balanced-3p-008,4,I,3,0,0,0,1,1,0,0,0,1,1,0,0,5,58
sim-balanced-3p-008,5,II,3,0,0,0,1,0,1,0,0,1,1,0,0,10,96
sim-balanced-3p-008,6,II,3,1,1,0,4,3,1,0,0,4,4,0,0,15,101
sim-balanced-3p-008,7,II,3,0,0,0,2,1,1,0,0,5,5,0,0,15,151
sim-balanced-3p-008,8,II,3,3,5,4,2,1,1,0,2,6,6,0,0,15,177
sim-balanced-3p-008,9,III,3,0,0,0,0,0,0,0,1,6,6,0,0,43,187
sim-balanced-3p-008,10,III,3,2,2,2,0,0,0,0,2,6,6,0,0,61,187
sim-balanced-3p-008,11,III,3,3,3,2,2,2,0,0,4,8,8,0,0,83,187
sim-balanced-3p-008,12,III,3,2,2,1,3,2,1,0,5,10,6,2,0,103,187
sim-balanced-4p-008,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-008,2,I,4,2,2,1,1,1,0,0,1,1,1,0,0,0,30
sim-balanced-4p-008,3,I,4,0,0,0,0,0,0,0,1,1,1,0,0,0,30
sim-balanced-4p-008,4,I,4,1,2,1,4,4,0,0,1,5,2,0,1,0,30
sim-balanced-4p-008,5,II,4,0,0,0,0,0,0,0,1,3,3,0,0,20,51
sim-balanced-4p-008,6,II,4,1,1,0,1,1,0,0,1,4,4,0,0,40,66
sim-balanced-4p-008,7,II,4,1,1,0,2,1,1,0,1,5,3,1,0,45,78
sim-balanced-4p-008,8,II,4,4,7,4,8,5,3,0,3,10,3,2,1,45,83
sim-balanced-4p-008,9,III,4,1,1,1,0,0,0,0,2,10,3,2,1,45,103
sim-balanced-4p-008,10,III,4,3,3,1,4,3,1,0,2,13,6,2,1,65,109
sim-balanced-4p-008,11,III,4,2,2,1,2,2,0,0,3,15,8,2,1,96,114
sim-balanced-4p-008,12,III,4,3,3,2,3,1,2,0,4,16,9,2,1,116,129
sim-balanced-1p-009,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-009,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-009,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-009,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,25,10
sim-balanced-1p-009,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35
sim-balanced-1p-009,6,II,1,1,1,1,0,0,0,0,0,0,0,0,0,25,50
sim-balanced-1p-009,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,25,65
sim-balanced-1p-009,8,II,1,1,1,1,0,0,0,0,0,0,0,0,0,25,65
sim-balanced-1p-009,9,III,1,0,0,0,0,0,0,0,0,0,0,0,0,25,65
sim-balanced-1p-009,10,III,1,0,0,0,0,0,0,0,0,0,0,0,0,30,65
sim-balanced-1p-009,11,III,1,1,1,1,1,1,0,0,0,1,1,0,0,39,66
sim-balanced-1p-009,12,III,1,0,0,0,0,0,0,0,0,1,1,0,0,44,67
sim-balanced-2p-009,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-009,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-009,3,I,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-009,4,I,2,1,2,2,0,0,0,0,1,0,0,0,0,5,15
sim-balanced-2p-009,5,II,2,0,0,0,0,0,0,0,1,0,0,0,0,15,30
sim-balanced-2p-009,6,II,2,0,0,0,0,0,0,0,1,0,0,0,0,20,36
sim-balanced-2p-009,7,II,2,0,0,0,2,2,0,0,1,2,2,0,0,54,41
sim-balanced-2p-009,8,II,2,2,4,1,5,5,0,1,2,6,3,0,1,61,61
sim-balanced-2p-009,9,III,2,0,0,0,1,1,0,2,2,5,5,0,0,66,62
sim-balanced-2p-009,10,III,2,1,1,1,0,0,0,0,2,5,5,0,0,82,69
sim-balanced-2p-009,11,III,2,1,1,0,2,2,0,0,3,7,5,1,0,93,70
sim-balanced-2p-009,12,III,2,1,1,0,1,1,0,1,4,7,5,1,0,106,70
sim-balanced-3p-009,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-009,2,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25
sim-balanced-3p-009,3,I,3,0,0,0,1,1,0,0,0,1,1,0,0,5,30
sim-balanced-3p-009,4,I,3,0,0,0,0,0,0,0,0,1,1,0,0,5,45
sim-balanced-3p-009,5,II,3,0,0,0,4,4,0,0,0,5,5,0,0,5,50
sim-balanced-3p-009,6,II,3,0,0,0,0,0,0,0,0,5,5,0,0,10,61
sim-balanced-3p-009,7,II,3,0,0,0,1,1,0,0,0,6,6,0,0,10,111
sim-balanced-3p-009,8,II,3,3,3,3,1,1,0,0,0,7,7,0,0,10,138
sim-balanced-3p-009,9,III,3,0,0,0,0,0,0,0,0,4,4,0,0,45,159
sim-balanced-3p-009,10,III,3,1,1,0,3,2,1,0,0,6,4,1,0,63,159
sim-balanced-3p-009,11,III,3,3,3,1,5,5,0,0,1,11,4,2,1,92,161
sim-balanced-3p-009,12,III,3,2,2,2,0,0,0,0,2,11,4,2,1,107,164
sim-balanced-4p-009,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-009,2,I,4,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-009,3,I,4,0,0,0,1,1,0,0,0,1,1,0,0,0,30
sim-balanced-4p-009,4,I,4,1,1,1,0,0,0,0,0,1,1,0,0,0,30
sim-balanced-4p-009,5,II,4,0,0,0,0,0,0,0,0,0,0,0,0,20,56
sim-balanced-4p-009,6,II,4,0,0,0,1,0,1,0,0,0,0,0,0,35,86
sim-balanced-4p-009,7,II,4,0,0,0,1,1,0,0,0,1,1,0,0,35,97
sim-balanced-4p-009,8,II,4,4,5,4,3,2,1,0,1,3,3,0,0,35,97
sim-balanced-4p-009,9,III,4,1,1,1,0,0,0,0,0,3,3,0,0,45,123
sim-balanced-4p-009,10,III,4,3,3,0,8,6,2,3,1,6,2,2,0,45,133
sim-balanced-4p-009,11,III,4,3,3,2,3,1,2,0,4,7,3,2,0,55,160
sim-balanced-4p-009,12,III,4,2,2,1,3,1,2,0,4,8,4,2,0,60,166
sim-balanced-1p-010,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-010,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-010,3,I,1,0,0,0,1,1,0,0,0,1,1,0,0,5,0
sim-balanced-1p-010,4,I,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0
sim-balanced-1p-010,5,II,1,0,0,0,0,0,0,0,0,1,1,0,0,44,10
sim-balanced-1p-010,6,II,1,0,0,0,0,0,0,0,0,1,1,0,0,44,35
sim-balanced-1p-010,7,II,1,0,0,0,0,0,0,0,0,1,1,0,0,44,45
sim-balanced-1p-010,8,II,1,1,2,0,6,4,1,0,1,5,2,0,1,44,56
sim-balanced-1p-010,9,III,1,0,0,0,0,0,0,0,1,5,2,0,1,51,56
sim-balanced-1p-010,10,III,1,1,1,0,2,2,0,1,1,6,3,0,1,56,56
sim-balanced-1p-010,11,III,1,1,1,0,2,2,0,0,1,8,3,1,1,63,56
sim-balanced-1p-010,12,III,1,1,1,1,0,0,0,0,2,8,3,1,1,69,57
sim-balanced-2p-010,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-010,2,I,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-010,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,29,5
sim-balanced-2p-010,4,I,2,1,1,1,0,0,0,0,0,0,0,0,0,29,20
sim-balanced-2p-010,5,II,2,0,0,0,1,1,0,0,0,1,1,0,0,44,61
sim-balanced-2p-010,6,II,2,1,1,1,1,1,0,0,0,2,2,0,0,44,71
sim-balanced-2p-010,7,II,2,0,0,0,0,0,0,0,0,2,2,0,0,44,98
sim-balanced-2p-010,8,II,2,2,4,3,1,1,0,0,2,3,3,0,0,44,99
sim-balanced-2p-010,9,III,2,0,0,0,0,0,0,0,1,3,3,0,0,50,99
sim-balanced-2p-010,10,III,2,1,1,0,3,3,0,1,2,5,5,0,0,78,110
sim-balanced-2p-010,11,III,2,1,1,1,0,0,0,0,3,5,5,0,0,91,111
sim-balanced-2p-010,12,III,2,1,1,1,0,0,0,0,2,5,5,0,0,98,111
sim-balanced-3p-010,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-010,2,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,25
sim-balanced-3p-010,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,10,31
sim-balanced-3p-010,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,25,41
sim-balanced-3p-010,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,35,46
sim-balanced-3p-010,6,II,3,1,1,1,0,0,0,0,0,0,0,0,0,35,46
sim-balanced-3p-010,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,35,46
sim-balanced-3p-010,8,II,3,3,4,2,5,5,0,0,1,5,1,2,0,35,46
sim-balanced-3p-010,9,III,3,0,0,0,0,0,0,0,1,5,1,2,0,35,66
sim-balanced-3p-010,10,III,3,1,1,0,3,2,0,0,0,7,2,1,1,35,51
sim-balanced-3p-010,11,III,3,2,2,2,4,3,1,2,0,8,5,0,1,35,51
sim-balanced-3p-010,12,III,3,1,1,0,3,2,1,3,0,7,4,0,1,35,51
sim-balanced-4p-010,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-010,2,I,4,3,3,3,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-010,3,I,4,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-010,4,I,4,0,0,0,0,0,0,0,0,0,0,0,0,15,51
sim-balanced-4p-010,5,II,4,0,0,0,1,0,1,0,0,0,0,0,0,20,62
sim-balanced-4p-010,6,II,4,2,2,2,1,0,1,0,2,0,0,0,0,20,67
sim-balanced-4p-010,7,II,4,0,0,0,2,1,1,0,2,1,1,0,0,25,98
sim-balanced-4p-010,8,II,4,4,7,4,9,4,5,0,3,5,3,1,0,25,108
sim-balanced-4p-010,9,III,4,1,1,0,4,2,2,1,3,6,2,2,0,30,116
sim-balanced-4p-010,10,III,4,3,3,2,1,0,1,0,3,6,2,2,0,30,142
sim-balanced-4p-010,11,III,4,0,0,0,0,0,0,0,1,6,2,2,0,30,183
sim-balanced-4p-010,12,III,4,1,1,1,0,0,0,0,1,6,2,2,0,30,248
sim-balanced-1p-011,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-011,2,I,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-011,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-011,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-011,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10
sim-balanced-1p-011,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,45
sim-balanced-1p-011,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,15,60
sim-balanced-1p-011,8,II,1,1,1,0,1,1,0,0,0,1,1,0,0,15,71
sim-balanced-1p-011,9,III,1,0,0,0,0,0,0,0,0,1,1,0,0,20,71
sim-balanced-1p-011,10,III,1,0,0,0,0,0,0,0,0,1,1,0,0,25,71
sim-balanced-1p-011,11,III,1,1,1,1,0,0,0,0,0,1,1,0,0,25,71
sim-balanced-1p-011,12,III,1,0,0,0,0,0,0,0,0,1,1,0,0,39,72
sim-balanced-2p-011,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-011,2,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-011,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-2p-011,4,I,2,1,2,2,0,0,0,0,1,0,0,0,0,5,15
sim-balanced-2p-011,5,II,2,0,0,0,1,1,0,0,0,1,1,0,0,10,30
sim-balanced-2p-011,6,II,2,1,1,0,3,3,0,1,0,3,3,0,0,15,35
sim-balanced-2p-011,7,II,2,0,0,0,2,2,0,0,0,5,5,0,0,15,70
sim-balanced-2p-011,8,II,2,2,4,3,2,2,0,0,2,7,5,1,0,15,76
sim-balanced-2p-011,9,III,2,0,0,0,0,0,0,0,0,7,5,1,0,51,77
sim-balanced-2p-011,10,III,2,1,1,0,3,2,0,3,0,6,4,1,0,61,78
sim-balanced-2p-011,11,III,2,2,2,1,2,2,0,0,2,8,6,1,0,78,81
sim-balanced-2p-011,12,III,2,1,1,0,3,2,1,0,3,10,8,1,0,83,96
sim-balanced-3p-011,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-011,2,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-011,3,I,3,0,0,0,1,0,1,0,0,0,0,0,0,10,50
sim-balanced-3p-011,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,25,61
sim-balanced-3p-011,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,30,69
sim-balanced-3p-011,6,II,3,1,1,1,0,0,0,0,0,0,0,0,0,30,104
sim-balanced-3p-011,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,30,109
sim-balanced-3p-011,8,II,3,3,5,4,2,1,1,0,2,1,1,0,0,35,123
sim-balanced-3p-011,9,III,3,0,0,0,0,0,0,0,1,1,1,0,0,45,128
sim-balanced-3p-011,10,III,3,1,1,0,3,1,2,0,0,2,2,0,0,60,138
sim-balanced-3p-011,11,III,3,3,3,1,6,3,3,0,1,5,5,0,0,69,138
sim-balanced-3p-011,12,III,3,3,3,1,6,2,4,0,1,7,7,0,0,75,138
sim-balanced-4p-011,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-011,2,I,4,1,1,1,0,0,0,0,1,0,0,0,0,0,30
sim-balanced-4p-011,3,I,4,1,1,1,3,3,0,0,2,3,3,0,0,0,67
sim-balanced-4p-011,4,I,4,0,2,2,2,2,0,0,2,5,5,0,0,0,73
sim-balanced-4p-011,5,II,4,0,0,0,1,0,1,0,1,4,4,0,0,5,113
sim-balanced-4p-011,6,II,4,0,0,0,1,0,1,0,0,4,4,0,0,15,141
sim-balanced-4p-011,7,II,4,0,0,0,2,1,1,0,0,5,5,0,0,15,164
sim-balanced-4p-011,8,II,4,4,6,4,5,5,0,1,2,9,5,2,0,15,174
sim-balanced-4p-011,9,III,4,1,1,0,2,2,0,0,2,11,5,0,2,30,184
sim-balanced-4p-011,10,III,4,4,4,2,6,3,3,0,3,14,6,1,2,30,184
sim-balanced-4p-011,11,III,4,2,2,0,4,4,0,2,4,16,8,1,2,30,202
sim-balanced-4p-011,12,III,4,4,4,1,8,8,0,0,5,24,9,3,3,30,219
sim-balanced-1p-012,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-012,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-012,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-012,4,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-012,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,30
sim-balanced-1p-012,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,50
sim-balanced-1p-012,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,10,51
sim-balanced-1p-012,8,II,1,1,1,1,0,0,0,0,0,0,0,0,0,10,51
sim-balanced-1p-012,9,III,1,0,0,0,1,1,0,0,0,1,1,0,0,10,51
sim-balanced-1p-012,10,III,1,0,0,0,0,0,0,0,0,0,0,0,0,10,51
sim-balanced-1p-012,11,III,1,1,1,1,0,0,0,0,0,0,0,0,0,10,51
sim-balanced-1p-012,12,III,1,0,0,0,0,0,0,0,0,0,0,0,0,10,51
sim-balanced-2p-012,1,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-012,2,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-2p-012,3,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5
sim-balanced-2p-012,4,I,2,0,0,0,0,0,0,0,0,0,0,0,0,5,20
sim-balanced-2p-012,5,II,2,0,0,0,0,0,0,0,0,0,0,0,0,15,60
sim-balanced-2p-012,6,II,2,1,1,1,1,1,0,0,1,1,1,0,0,15,100
sim-balanced-2p-012,7,II,2,0,0,0,0,0,0,0,1,0,0,0,0,35,110
sim-balanced-2p-012,8,II,2,2,4,4,0,0,0,0,2,0,0,0,0,35,111
sim-balanced-2p-012,9,III,2,0,0,0,2,2,0,0,1,2,2,0,0,47,116
sim-balanced-2p-012,10,III,2,1,1,0,3,2,1,0,1,4,4,0,0,53,117
sim-balanced-2p-012,11,III,2,2,2,0,4,4,0,0,1,8,4,2,0,63,118
sim-balanced-2p-012,12,III,2,1,1,1,4,3,1,0,1,11,5,3,0,88,119
sim-balanced-3p-012,1,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
sim-balanced-3p-012,2,I,3,1,1,1,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-012,3,I,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-3p-012,4,I,3,0,0,0,0,0,0,0,0,0,0,0,0,5,35
sim-balanced-3p-012,5,II,3,0,0,0,0,0,0,0,0,0,0,0,0,20,70
sim-balanced-3p-012,6,II,3,0,0,0,1,1,0,0,0,1,1,0,0,35,90
sim-balanced-3p-012,7,II,3,0,0,0,0,0,0,0,0,0,0,0,0,60,95
sim-balanced-3p-012,8,II,3,3,4,3,2,2,0,0,1,2,2,0,0,70,110
sim-balanced-3p-012,9,III,3,0,0,0,0,0,0,0,0,2,2,0,0,120,121
sim-balanced-3p-012,10,III,3,3,3,2,3,3,0,0,1,5,3,1,0,131,126
sim-balanced-3p-012,11,III,3,2,2,0,5,5,0,0,2,10,6,2,0,173,126
sim-balanced-3p-012,12,III,3,3,3,2,3,3,0,0,2,13,4,3,1,186,126
sim-balanced-4p-012,1,I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
sim-balanced-4p-012,2,I,4,3,3,3,0,0,0,0,3,0,0,0,0,0,30
sim-balanced-4p-012,3,I,4,1,1,1,4,4,0,0,4,4,4,0,0,0,67
sim-balanced-4p-012,4,I,4,0,2,1,2,2,0,0,2,6,6,0,0,0,102
sim-balanced-4p-012,5,II,4,0,0,0,0,0,0,0,2,4,4,0,0,10,112
sim-balanced-4p-012,6,II,4,2,2,2,2,1,1,0,2,3,3,0,0,10,122
sim-balanced-4p-012,7,II,4,0,0,0,2,1,1,0,0,4,4,0,0,10,151
sim-balanced-4p-012,8,II,4,4,6,4,7,5,1,0,2,9,6,0,1,10,178
sim-balanced-4p-012,9,III,4,0,0,0,0,0,0,2,1,7,7,0,0,35,194
sim-balanced-4p-012,10,III,4,1,1,1,4,3,1,2,1,8,8,0,0,75,199
sim-balanced-4p-012,11,III,4,3,3,0,7,6,1,0,3,14,9,1,1,75,198
sim-balanced-4p-012,12,III,4,2,2,1,3,3,0,0,4,17,9,1,2,75,189
sim-balanced-1p-013,1,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sim-balanced-1p-013,2,I,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sim-balanced-1p-013,3,I,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-013,4,I,1,1,1,1,0,0,0,0,0,0,0,0,0,10,0
sim-balanced-1p-013,5,II,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0
sim-balanced-1p-013,6,II,1,0,0,0,0,0,0,0,0,0,0,0,0,39,30
sim-balanced-1p-013,7,II,1,0,0,0,0,0,0,0,0,0,0,0,0,39,50
sim-balanced-1p-013,8,II,1,1,1,1,0,0,0,0,0,0,0,0,0,39,60
sim-balanced-1p-013,9,III,1,0,0,0,0,0,0,0,0,0,0,0,0,44,60
sim-balanced-1p-013,10,III,1,0,0,0,0,0,0,0,0,0,0,0,0,63,65
