game_id,random_seed,player_count,bot_profile,final_score,final_population,final_renown,final_placed_tiles,final_upgraded_tiles,final_basic_population,final_basic_renown,final_upgraded_population,final_upgraded_renown,final_warehouse_total,final_warehouse_wood,final_warehouse_stone,final_warehouse_metal,final_warehouse_food,final_warehouse_herbs,final_warehouse_goods,final_strain_tokens,final_active_burdens,total_burdens_revealed,total_burden_applications,total_burden_applications_with_no_valid_target,total_strain_attempted,total_strain_placed,total_strain_prevented_by_supported,total_strain_blocked_by_cap,total_strain_removed,total_upgrade_actions,actions_spent_resolving_burdens,actions_spent_removing_strain,max_tiles_at_1_strain,max_tiles_at_2_strain,max_overstrained_tiles,rounds_with_at_least_one_overstrained_tile,arrivals_completed,arrivals_expired,score_per_player,final_overstrained_tiles,total_place_actions,total_activate_actions,total_production_activations,resource_node_activations,strain_relief_activations,burden_resolution_activations,arrival_timer_activations,steward_power_uses,goods_substitutions_used,placement_discounts_used,upgrade_discounts_used,final_resource_tiles,placed_resource_tiles,upgraded_resource_tiles,final_housing_tiles,placed_housing_tiles,upgraded_housing_tiles,final_travel_tiles,placed_travel_tiles,upgraded_travel_tiles,final_crafting_tiles,placed_crafting_tiles,upgraded_crafting_tiles,final_merchant_tiles,placed_merchant_tiles,upgraded_merchant_tiles,final_social_tiles,placed_social_tiles,upgraded_social_tiles,final_wellbeing_tiles,placed_wellbeing_tiles,upgraded_wellbeing_tiles,final_special_tiles,placed_special_tiles,upgraded_special_tiles,production_gained_wood,production_capped_wood,production_gained_stone,production_capped_stone,production_gained_metal,production_capped_metal,production_gained_food,production_capped_food,production_gained_herbs,production_capped_herbs,production_gained_goods,production_capped_goods
sim-balanced-1p-012,playtester-bot-balance-2026-06-13-deal-12-1p,1,balanced,61,10,51,21,2,10,36,0,0,44,15,3,7,15,0,4,0,0,2,2,2,1,1,0,0,0,2,2,0,1,0,0,0,4,1,61,0,21,14,14,14,0,0,0,2,0,1,0,2,2,2,0,0,0,10,10,0,0,0,0,2,2,0,3,3,0,3,3,0,1,1,0,20,22,0,0,0,0,27,1,0,0,0,0
sim-balanced-2p-012,playtester-bot-balance-2026-06-13-deal-12-2p,2,balanced,179,88,119,38,9,62,87,26,2,28,1,3,2,15,1,6,11,1,7,9,6,14,12,2,0,0,9,6,0,5,3,0,0,9,0,90,0,37,37,32,32,0,0,5,4,0,2,2,9,9,7,5,5,2,13,13,0,0,0,0,0,0,0,2,2,0,0,0,0,9,8,0,18,0,20,16,23,1,57,2,3,0,26,0
sim-balanced-3p-012,playtester-bot-balance-2026-06-13-deal-12-3p,3,balanced,274,186,126,32,13,100,61,86,20,29,1,3,4,6,0,15,13,2,12,13,8,14,14,0,0,0,13,8,0,6,3,1,1,12,1,91,1,32,81,79,66,0,0,0,8,0,5,1,7,7,7,10,10,6,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,9,9,0,49,0,35,19,51,0,132,35,0,0,62,2
sim-balanced-4p-012,playtester-bot-balance-2026-06-13-deal-12-4p,4,balanced,206,75,189,39,20,45,52,30,92,11,1,1,7,1,0,1,17,4,16,20,13,31,25,5,1,4,20,12,0,9,1,2,3,5,10,52,2,39,51,44,44,0,0,3,8,0,3,2,9,9,9,4,4,2,18,18,9,2,2,0,0,0,0,2,2,0,0,0,0,4,4,0,33,0,23,1,44,11,57,0,3,0,48,0
sim-balanced-1p-013,playtester-bot-balance-2026-06-13-deal-13-1p,1,balanced,130,74,66,22,4,61,50,13,1,23,14,0,6,1,1,1,2,1,4,4,3,3,3,0,0,1,4,3,1,2,0,0,0,4,0,130,0,22,16,15,15,1,0,0,2,4,3,0,3,3,3,6,6,1,3,3,0,0,0,0,2,2,0,2,2,0,2,2,0,4,4,0,27,31,0,0,5,0,26,2,0,0,2,0
sim-balanced-2p-013,playtester-bot-balance-2026-06-13-deal-13-2p,2,balanced,114,53,87,39,8,27,55,26,2,48,15,4,8,6,15,0,4,3,8,11,9,9,8,1,0,2,8,5,2,5,0,0,0,4,4,57,0,39,43,37,37,2,0,0,4,0,2,1,6,6,6,4,4,2,20,20,0,0,0,0,0,0,0,4,4,0,2,2,0,3,3,0,34,54,20,7,14,4,56,0,23,1,0,0
sim-balanced-3p-013,playtester-bot-balance-2026-06-13-deal-13-3p,3,balanced,77,40,87,32,5,40,57,0,0,18,0,4,13,1,0,0,10,5,12,13,7,14,12,2,0,2,5,7,0,6,2,0,0,8,0,26,0,32,73,32,32,0,0,41,6,0,1,0,9,9,5,2,2,0,12,12,0,0,0,0,1,1,0,1,1,0,0,0,0,7,7,0,9,0,18,27,30,0,30,9,6,0,22,0
sim-balanced-4p-013,playtester-bot-balance-2026-06-13-deal-13-4p,4,balanced,177,91,118,36,8,78,72,13,1,44,15,12,15,0,0,2,13,1,15,16,11,21,14,6,1,0,8,13,0,6,2,1,2,12,5,44,1,36,80,70,70,0,0,0,7,3,6,0,7,7,7,5,5,1,13,13,0,0,0,0,1,1,0,2,2,0,0,0,0,8,8,0,51,21,49,29,48,85,63,0,0,0,40,0
sim-balanced-1p-014,playtester-bot-balance-2026-06-13-deal-14-1p,1,balanced,70,30,48,27,4,20,33,10,0,28,15,0,8,5,0,0,1,1,4,4,4,1,1,0,0,0,4,3,0,1,0,0,0,2,1,70,0,27,13,13,13,0,0,0,2,5,2,1,3,3,3,4,4,1,12,12,0,1,1,0,2,2,0,1,1,0,3,3,0,1,1,0,24,15,0,0,0,0,26,0,0,0,0,0
sim-balanced-2p-014,playtester-bot-balance-2026-06-13-deal-14-2p,2,balanced,172,75,107,36,12,37,56,38,21,19,0,3,6,9,1,0,2,1,8,10,8,9,8,1,0,1,12,7,1,3,1,0,0,6,1,86,0,36,37,33,33,1,0,3,5,4,1,1,8,8,8,4,4,3,15,15,1,0,0,0,2,2,0,1,1,0,1,1,0,5,5,0,11,15,23,4,16,2,56,6,6,0,28,0
sim-balanced-3p-014,playtester-bot-balance-2026-06-13-deal-14-3p,3,balanced,234,96,166,39,18,57,54,39,67,34,6,5,15,5,1,2,5,3,12,15,9,12,10,2,0,2,18,8,0,2,3,1,1,11,2,78,1,39,53,52,52,0,0,0,8,0,3,3,8,8,7,6,6,3,15,15,8,2,2,0,1,1,0,0,0,0,0,0,0,7,7,0,34,8,51,18,34,12,62,17,0,0,30,0
sim-balanced-4p-014,playtester-bot-balance-2026-06-13-deal-14-4p,4,balanced,299,118,211,44,25,15,59,103,107,9,1,0,6,1,0,1,15,0,14,16,8,26,21,5,0,3,25,12,2,12,1,1,2,8,6,75,1,44,87,66,66,2,0,10,10,0,0,6,9,9,9,7,7,7,18,18,9,2,2,0,0,0,0,1,1,0,0,0,0,7,7,0,39,0,55,17,53,0,116,19,0,0,58,0
sim-balanced-1p-015,playtester-bot-balance-2026-06-13-deal-15-1p,1,balanced,65,20,59,30,3,20,44,0,0,14,0,7,0,3,0,4,4,1,3,4,2,5,5,0,0,1,3,2,1,4,1,0,0,2,2,65,0,30,11,10,10,1,0,0,3,5,1,1,7,7,3,2,2,0,9,9,0,2,2,0,2,2,0,4,4,0,3,3,0,1,1,0,16,11,0,0,0,0,20,1,0,0,2,0
sim-balanced-2p-015,playtester-bot-balance-2026-06-13-deal-15-2p,2,balanced,179,81,114,38,14,41,45,40,39,6,0,1,0,0,3,2,5,1,7,8,4,9,8,1,0,3,14,6,3,3,3,0,0,3,2,90,0,38,35,19,19,3,0,10,5,2,3,2,9,9,9,6,6,3,15,15,2,1,1,0,2,2,0,0,0,0,2,2,0,3,3,0,6,0,18,3,11,3,55,0,3,0,18,0
sim-balanced-3p-015,playtester-bot-balance-2026-06-13-deal-15-3p,3,balanced,231,109,132,43,14,62,76,47,11,19,0,1,5,6,5,2,2,1,12,12,8,9,4,5,0,0,14,9,0,2,0,0,0,10,1,77,0,43,70,68,68,0,0,0,10,0,3,1,9,9,9,4,4,2,15,15,1,0,0,0,0,0,0,2,2,1,3,3,1,10,10,0,24,0,29,17,48,23,68,20,41,31,40,2
sim-balanced-4p-015,playtester-bot-balance-2026-06-13-deal-15-4p,4,balanced,255,102,217,42,25,66,55,36,117,37,14,3,2,15,1,2,17,5,17,20,10,24,20,4,0,1,25,12,0,11,2,2,1,6,8,64,2,42,70,65,65,0,0,0,11,1,5,3,9,9,8,6,6,3,16,16,14,1,1,0,1,1,0,3,3,0,0,0,0,6,6,0,65,19,37,14,34,0,92,19,19,0,30,0
sim-balanced-1p-016,playtester-bot-balance-2026-06-13-deal-16-1p,1,balanced,91,45,54,20,4,22,37,23,2,27,15,3,5,2,1,1,1,1,3,4,3,1,1,0,0,0,4,2,0,1,0,0,0,5,0,91,0,20,17,17,17,0,0,0,2,0,1,0,3,3,2,4,4,2,5,5,0,0,0,0,0,0,0,2,2,0,2,2,0,4,4,0,26,47,0,0,0,0,29,5,0,0,0,0
sim-balanced-2p-016,playtester-bot-balance-2026-06-13-deal-16-2p,2,balanced,219,67,190,33,22,42,45,25,115,25,1,14,1,7,0,2,10,3,7,8,3,13,12,1,0,2,22,2,1,6,2,0,0,6,2,110,0,32,38,34,34,1,0,0,5,0,1,3,8,8,8,3,3,1,11,11,11,0,0,0,0,0,0,4,4,2,1,1,0,6,5,0,9,12,41,4,28,2,63,8,3,0,22,0
sim-balanced-3p-016,playtester-bot-balance-2026-06-13-deal-16-3p,3,balanced,298,129,207,40,26,68,51,61,111,22,15,3,0,4,0,0,4,5,10,11,8,9,9,0,0,2,26,5,0,5,1,0,0,10,2,99,0,40,67,59,59,0,0,6,9,10,3,2,9,9,9,9,9,4,13,13,11,0,0,0,2,2,1,1,1,1,0,0,0,6,6,0,45,71,36,0,46,11,111,0,0,0,48,0
sim-balanced-4p-016,playtester-bot-balance-2026-06-13-deal-16-4p,4,balanced,169,89,130,41,16,69,54,20,31,25,3,3,5,13,0,1,19,2,15,19,8,38,33,4,1,10,16,11,8,10,3,2,6,4,13,42,2,41,65,51,51,8,0,0,8,6,2,2,9,9,9,5,5,2,17,17,5,2,2,0,2,2,0,2,2,0,0,0,0,4,4,0,36,0,33,6,31,48,64,3,0,0,52,0
sim-balanced-1p-017,playtester-bot-balance-2026-06-13-deal-17-1p,1,balanced,107,41,82,25,2,41,67,0,0,28,15,7,4,2,0,0,2,2,4,5,4,5,2,3,0,0,2,2,0,2,0,0,0,4,0,107,0,25,15,15,15,0,0,0,3,3,4,0,3,3,2,4,4,0,8,8,0,0,0,0,2,2,0,4,4,0,1,1,0,3,3,0,26,19,0,0,0,0,27,3,0,0,0,0
sim-balanced-2p-017,playtester-bot-balance-2026-06-13-deal-17-2p,2,balanced,100,50,72,32,8,24,40,26,2,37,15,0,3,4,15,0,5,2,9,9,2,13,11,2,0,4,8,7,2,3,1,0,0,5,0,50,0,31,48,30,30,2,0,16,4,1,1,1,6,6,6,5,5,2,17,17,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,33,10,14,7,13,1,46,0,29,0,0,0
sim-balanced-3p-017,playtester-bot-balance-2026-06-13-deal-17-3p,3,balanced,144,50,114,35,12,35,56,15,28,49,2,15,15,15,2,0,7,1,11,12,8,13,7,6,0,0,12,10,0,3,2,0,0,11,0,48,0,34,79,48,48,0,0,23,7,0,3,1,9,9,9,2,2,1,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,15,0,29,13,40,0,54,30,3,0,56,0
sim-balanced-4p-017,playtester-bot-balance-2026-06-13-deal-17-4p,4,balanced,152,99,115,39,13,64,49,35,21,21,1,11,1,7,1,0,22,3,16,18,10,33,25,7,1,3,13,13,0,11,6,1,3,8,6,38,0,39,66,48,48,0,0,13,8,0,1,1,9,9,9,6,6,3,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,19,0,53,0,39,31,82,8,3,0,48,0
sim-balanced-1p-018,playtester-bot-balance-2026-06-13-deal-18-1p,1,balanced,93,44,71,23,3,31,55,13,1,25,15,9,0,1,0,0,5,2,4,5,4,6,5,1,0,0,3,2,0,3,1,0,0,3,0,93,0,23,17,17,17,0,0,0,2,3,1,0,3,3,2,4,4,1,7,7,0,0,0,0,2,2,0,4,4,0,1,1,0,2,2,0,27,24,0,0,0,0,33,1,0,0,0,0
sim-balanced-2p-018,playtester-bot-balance-2026-06-13-deal-18-2p,2,balanced,195,73,146,41,14,53,79,20,37,40,9,0,3,13,15,0,3,3,6,8,4,11,10,1,0,4,14,3,2,4,0,0,0,7,2,98,0,40,35,27,27,2,0,0,6,0,0,2,8,8,8,6,6,2,16,16,4,2,2,0,0,0,0,1,1,0,0,0,0,8,7,0,25,15,15,0,13,0,60,0,27,0,10,0
sim-balanced-3p-018,playtester-bot-balance-2026-06-13-deal-18-3p,3,balanced,71,30,93,31,11,30,45,0,18,32,0,0,15,14,0,3,17,3,12,14,4,24,19,5,0,2,11,9,0,10,2,1,7,7,2,24,1,31,65,38,29,0,0,24,7,0,2,1,9,9,9,2,2,0,12,12,2,1,1,0,0,0,0,0,0,0,1,1,0,6,6,0,3,0,15,0,53,12,45,1,3,0,44,0
sim-balanced-4p-018,playtester-bot-balance-2026-06-13-deal-18-4p,4,balanced,94,15,131,29,13,15,41,0,45,28,1,7,4,14,0,2,8,6,16,19,10,21,9,12,0,0,13,10,0,6,1,0,0,7,2,24,0,29,88,34,34,0,0,46,7,0,2,1,9,9,8,1,1,0,13,13,5,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,18,0,45,8,34,0,48,15,0,0,22,0
sim-balanced-1p-019,playtester-bot-balance-2026-06-13-deal-19-1p,1,balanced,88,31,71,25,2,31,56,0,0,22,13,7,0,1,1,0,1,2,5,6,5,2,1,1,0,0,2,3,0,1,0,0,0,4,0,88,0,25,14,14,14,0,0,0,3,1,1,0,2,2,2,3,3,0,9,9,0,0,0,0,2,2,0,4,4,0,2,2,0,3,3,0,26,16,0,0,0,0,25,3,0,0,0,0
sim-balanced-2p-019,playtester-bot-balance-2026-06-13-deal-19-2p,2,balanced,115,59,92,34,10,10,58,49,4,54,15,3,12,9,15,0,6,4,7,8,5,7,6,1,0,0,10,1,0,4,1,0,0,6,2,58,0,34,39,37,37,0,0,0,4,0,0,1,8,8,6,4,4,4,13,13,0,0,0,0,0,0,0,2,2,0,1,1,0,6,6,0,33,41,13,17,19,1,53,1,14,1,0,0
sim-balanced-3p-019,playtester-bot-balance-2026-06-13-deal-19-3p,3,balanced,269,89,220,42,21,47,72,42,103,33,3,7,2,15,4,2,14,2,15,18,8,25,17,6,2,3,21,13,3,8,1,2,5,6,3,90,2,41,66,54,54,3,0,5,8,3,5,1,9,9,9,4,4,2,19,19,10,1,1,0,2,2,0,0,0,0,1,1,0,6,5,0,32,0,46,0,43,8,80,8,18,0,46,0
sim-balanced-4p-019,playtester-bot-balance-2026-06-13-deal-19-4p,4,balanced,246,65,241,40,30,20,41,45,155,9,0,0,4,3,0,2,21,3,15,16,7,29,25,4,0,2,30,10,0,8,5,1,3,7,7,62,1,40,60,53,53,0,0,3,8,1,2,7,9,9,9,3,3,3,18,18,16,2,2,1,1,1,0,1,1,1,0,0,0,6,6,0,42,0,41,1,48,19,64,0,0,0,50,0
sim-balanced-1p-020,playtester-bot-balance-2026-06-13-deal-20-1p,1,balanced,97,43,72,24,2,43,57,0,0,30,15,6,3,4,1,1,3,2,5,5,3,3,3,0,0,0,2,3,0,3,0,0,0,3,0,97,0,24,16,16,16,0,0,0,3,4,3,0,3,3,2,4,4,0,7,7,0,0,0,0,2,2,0,4,4,0,2,2,0,2,2,0,29,39,0,0,0,0,31,1,0,0,0,0
sim-balanced-2p-020,playtester-bot-balance-2026-06-13-deal-20-2p,2,balanced,157,50,129,38,14,10,60,40,39,34,6,3,3,11,3,8,5,2,8,11,8,12,11,1,0,0,14,6,0,3,1,1,1,8,0,79,0,38,34,34,34,0,0,0,5,0,4,2,9,9,9,3,3,3,19,19,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,20,0,15,15,22,1,67,1,3,0,34,0
sim-balanced-3p-020,playtester-bot-balance-2026-06-13-deal-20-3p,3,balanced,247,126,129,45,15,20,60,106,24,36,0,11,2,10,0,13,4,0,10,10,4,10,6,4,0,0,15,7,0,4,0,0,0,10,2,82,0,45,69,55,55,0,0,5,7,6,2,2,9,9,8,7,7,7,18,18,0,1,1,0,1,1,0,0,0,0,0,0,0,9,9,0,18,0,51,10,38,0,100,12,0,0,58,2
sim-balanced-4p-020,playtester-bot-balance-2026-06-13-deal-20-4p,4,balanced,342,164,202,52,19,74,72,90,70,37,3,15,2,15,0,2,12,0,14,14,6,22,16,6,0,2,19,14,0,8,2,0,0,9,10,86,0,52,96,85,85,0,0,0,8,0,4,3,9,9,9,7,7,5,21,21,4,2,2,0,2,2,0,4,4,1,0,0,0,7,7,0,50,0,70,14,70,13,128,4,12,0,70,4
